Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","85","Groenland","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","3051.617311","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","89","Guatemala","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","75619.686541","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","89","Guatemala","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","78460.812164","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","90","Guinée","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","9914.962503","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","90","Guinée","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","11639.603012","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","61","Guinée équatoriale","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","12517.670733","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","61","Guinée équatoriale","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","13324.357169","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","175","Guinée-Bissau","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","1350.177012","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","175","Guinée-Bissau","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","1458.868351","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","91","Guyana","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","3555.208115","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","91","Guyana","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","3817.71758","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","93","Haïti","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","8521.132072","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","93","Haïti","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","9287.266225","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","95","Honduras","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","23100.781745","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","95","Honduras","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","23969.857875","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","97","Hongrie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","141510.58302","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","97","Hongrie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","157882.912778","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","36","Îles Caïmanes","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","5225.231977","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","36","Îles Caïmanes","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","5485.221941","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","47","Îles Cook","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","345.608995","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","47","Îles Cook","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","362.713891","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","127","Îles Marshall","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","207.749821","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","127","Îles Marshall","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","214.194504","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","25","Îles Salomon","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","1198.938644","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","25","Îles Salomon","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","1271.045752","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","224","Îles Turques-et-Caïques","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","962.526336","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","224","Îles Turques-et-Caïques","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","1022.312537","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","239","Îles Vierges britanniques","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","1364.164483","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","239","Îles Vierges britanniques","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","1445.732512","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","100","Inde","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","2625091.06517","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","100","Inde","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","2779351.53256","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","101","Indonésie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","1015423.457385","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","101","Indonésie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","1042173.302567","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","102","Iran (République islamique d')","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","460976.107833","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","102","Iran (République islamique d')","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","473090.968125","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","103","Iraq","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","190643.898226","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","103","Iraq","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","212271.807144","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","104","Irlande","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","335663.114186","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","104","Irlande","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","382674.360648","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","99","Islande","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","24493.035576","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","99","Islande","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","25882.218777","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","105","Israël","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","353253.408372","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","105","Israël","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","370587.978546","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","106","Italie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","1961806.364485","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","106","Italie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","2084882.364034","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","109","Jamaïque","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","14806.335709","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","109","Jamaïque","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","15713.914251","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","110","Japon","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","4859950.558539","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","110","Japon","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","4971323.079772","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","112","Jordanie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","40709.15493","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","112","Jordanie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","42230.985915","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","108","Kazakhstan","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","166805.788967","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","108","Kazakhstan","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","179339.977517","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","114","Kenya","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","78757.378912","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","114","Kenya","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","87905.681677","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","113","Kirghizistan","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","7702.938395","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","113","Kirghizistan","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","8092.834219","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","83","Kiribati","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","185.578464","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","83","Kiribati","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","188.524874","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","118","Koweït","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","119534.250494","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","118","Koweït","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","141698.143665","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","122","Lesotho","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","2578.713331","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","122","Lesotho","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","2631.238867","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","119","Lettonie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","30273.00751","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","119","Lettonie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","34426.040344","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","121","Liban","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","53393.799595","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","121","Liban","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","56409.423874","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","123","Libéria","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","2145.368675","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","123","Libéria","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","2121.563931","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","124","Libye","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","25120.26205","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","124","Libye","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","34376.772204","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","125","Liechtenstein","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","6552.914195","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","125","Liechtenstein","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","6795.680127","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","126","Lituanie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","47750.908128","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","126","Lituanie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","53455.170034","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","256","Luxembourg","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","64181.944723","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","256","Luxembourg","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","70919.958016","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","154","Macédoine du Nord","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","11307.067001","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","154","Macédoine du Nord","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","12628.852781","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","129","Madagascar","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","13176.313594","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","129","Madagascar","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","13850.654102","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","131","Malaisie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","318955.204603","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","131","Malaisie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","358579.265315","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","130","Malawi","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","6347.717479","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","130","Malawi","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","7196.170816","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","132","Maldives","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","4735.999662","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","132","Maldives","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","5327.444249","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","133","Mali","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","15375.720393","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","133","Mali","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","17171.816572","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","134","Malte","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","12780.422054","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","134","Malte","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","14549.12337","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","143","Maroc","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","109714.324353","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","143","Maroc","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","117921.363987","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","137","Maurice","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","13259.348214","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","137","Maurice","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","14220.32772","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","136","Mauritanie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","7062.598875","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","136","Mauritanie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","7619.664385","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","138","Mexique","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","1158229.075169","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","138","Mexique","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","1223400.956385","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","145","Micronésie (États fédérés de)","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","362.6","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","145","Micronésie (États fédérés de)","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","371.3024","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","140","Monaco","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","6431.274938","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","140","Monaco","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","7188.470101","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","141","Mongolie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","11433.635702","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","141","Mongolie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","13009.574878","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","273","Monténégro","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","4856.612346","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","273","Monténégro","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","5506.944403","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","142","Montserrat","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","59.959259","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","142","Montserrat","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","63.67881","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","144","Mozambique","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","13219.07958","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","144","Mozambique","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","14716.757211","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","28","Myanmar","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","66490.513592","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","28","Myanmar","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","72744.98793","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","147","Namibie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","13566.192143","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","147","Namibie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","14518.593446","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","148","Nauru","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","133.793883","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","148","Nauru","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","126.715444","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","149","Népal","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","25587.453463","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","149","Népal","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","27830.396106","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","157","Nicaragua","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","13843.586679","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","157","Nicaragua","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","13117.859222","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","158","Niger","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","11170.054787","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","158","Niger","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","12820.995119","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","159","Nigéria","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","375769.719405","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","159","Nigéria","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","421821.319413","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","162","Norvège","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","398393.955269","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","162","Norvège","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","434166.615432","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","153","Nouvelle-Calédonie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","9458.750913","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","153","Nouvelle-Calédonie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","10173.50156","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","156","Nouvelle-Zélande","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","205415.864858","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","156","Nouvelle-Zélande","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","207920.613962","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","221","Oman","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","79276.747592","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","221","Oman","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","92111.474026","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","226","Ouganda","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","27208.082675","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","226","Ouganda","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","30098.103261","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","235","Ouzbékistan","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","59159.9487","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","235","Ouzbékistan","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","50499.92009","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","165","Pakistan","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","303091.943222","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","165","Pakistan","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","282345.609677","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","180","Palaos","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","286.32175","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","180","Palaos","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","283.994875","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","299","Palestine","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","16127.6","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","299","Palestine","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","16276.6","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","166","Panama","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","62283.756584","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","166","Panama","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","65055.080456","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","168","Papouasie-Nouvelle-Guinée","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","22005.850365","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","168","Papouasie-Nouvelle-Guinée","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","23077.212141","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","169","Paraguay","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","39008.900667","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","169","Paraguay","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","40307.450616","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","150","Pays-Bas","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","833869.641687","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","150","Pays-Bas","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","914104.847814","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","170","Pérou","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","210715.971528","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","170","Pérou","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","222237.388303","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","171","Philippines","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","313619.624581","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","171","Philippines","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","330910.155388","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","173","Pologne","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","526376.168636","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","173","Pologne","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","585661.112213","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","70","Polynésie française","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","5685.946207","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","70","Polynésie française","6110","Valeur (US $)","22008","Produit Intérieur Brut","2018","2018","millions","6099.924654","X","Sources internationales sûres","Data from UNSD AMA"
